PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00295 uM,Activity at 0.015 uM,Activity at 0.074 uM,Activity at 0.369 uM,Activity at 1.843 uM,Activity at 9.217 uM,Activity at 46.08 uM,Compound QC
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,,"Indicates type of activity observed: inhibitor, activator, fluorescent, cytotoxic, inactive, or inconclusive.","Concentration at which compound exhibits half-maximal efficacy, AC50. Extrapolated AC50s also include the highest efficacy observed and the concentration of compound at which it was observed.","Maximal efficacy of compound, reported as a percentage of control. These values are estimated based on fits of the Hill equation to the dose-response curves.",Annotation/notes on a particular compound's data or its analysis.,"A description of dose-response curve quality. A complete curve has two observed asymptotes; a partial curve may not have attained its second asymptote at the highest concentration tested. High efficacy curves exhibit efficacy greater than 80% of control. Partial efficacies are statistically significant, but below 80% of control.",The logarithm of the AC50 from a fit of the data to the Hill equation (calculated based on Molar Units).,The Hill slope from a fit of the data to the Hill equation.,R^2 fit value of the curve. Closer to 1.0 equates to better Hill equation fit.,The asymptotic efficacy from a fit of the data to the Hill equation.,Efficacy at zero concentration of compound from a fit of the data to the Hill equation.,Numerical encoding of curve description for the fitted Hill equation.,"Which dose-response titration points were excluded from analysis based on outlier analysis. Each number represents whether a titration point was (1) or was not (0) excluded, for the titration series going from smallest to highest compound concentrations.",Maximum activity observed for compound (usually at highest concentration tested).,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,"NCGC designation for data stage: 'qHTS', 'qHTS Verification', 'Secondary Profiling'"
RESULT_UNIT,,,,,,,,NONE,MICROMOLAR,PERCENT,NONE,NONE,NONE,NONE,NONE,PERCENT,PERCENT,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,
1053,50104564,5289501,C/C(=C\C1=CC=C(C=C1)C(=O)O)/C2=CC3=C(C=C2)C(CCC3(C)C)(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,9.4982,1.7499,9.9618,-2.1711,-0.6507,-3.4707,-20.2621,9.4982,QC'd by SigmaAldrich
1054,50106368,1742,C1=CC(=CC=C1C(=O)NN)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,23.155,5.9587,0.8297,4.2792,11.1417,23.7887,14.9439,23.155,QC'd by SigmaAldrich
1055,50107118,2061,C1=C(C=C(C(=C1O)O)O)C=C(C#N)C#N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0,29.5874,3.1996,4.6075,-0.4576,39.728,16.6285,6.4079,29.5874,QC'd by SigmaAldrich
1056,50106805,5311367,CC1=C(C(=C(C(=N1)N=NC2=CC3=C(C=C(C=C3S(=O)(=O)[O-])[N+](=O)[O-])C(=C2)S(=O)(=O)[O-])COP(=O)([O-])[O-])C=O)O.[Na+].[Na+].[Na+].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,-21.0845,-10.7499,-7.8069,-10.9733,-22.6752,-1.8344,-38.0038,-21.0845,QC'd by SigmaAldrich
1057,50106439,54685921,C1=CC(=C(C=C1/C=C/C2=CC(=CC(=O)O2)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0,8.7751,-19.3321,-15.5145,-13.5063,35.5172,29.1038,-2.4148,8.7751,QC'd by SigmaAldrich
1058,50106867,5282139,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-7.5076,-4.2823,10.411,-0.8962,12.7799,14.8799,-1.5857,-7.5076,QC'd by SigmaAldrich
1059,50104848,656765,CCN1C2=CC(=C(C=C2NC1=O)Cl)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,4.9681,-2.1978,-1.6113,-6.7036,2.9331,-7.9337,-20.122,4.9681,QC'd by SigmaAldrich
1060,50106616,6198,COC1=CC2=C(C=C1)NC=C2CCN.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,19.8271,4.8931,-3.415,-1.2846,9.0103,32.7577,-8.2248,19.8271,QC'd by SigmaAldrich
1061,50105756,2723754,C1CCC2=NC3=CC=CC=C3C(=C2C1)N.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,10.3556,-12.6116,2.5343,-2.6136,-10.5413,1.6597,-6.9044,10.3556,QC'd by SigmaAldrich
1062,50107048,23725057,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)OC)OC.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 1,7.809,-0.0072,12.0447,10.2064,13.1054,18.3263,-8.6558,7.809,QC'd by SigmaAldrich
1063,50105941,89105,C1CN1C2=C(C=C(C(=C2)C(=O)N)[N+](=O)[O-])[N+](=O)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0,6.4776,10.8783,14.5277,2.7979,23.1922,18.6943,-2.8627,6.4776,QC'd by SigmaAldrich
1064,50106557,11957596,CN([C@@H]1CCCC[C@@H]1N2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl.C(C(C(=O)O)O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-45.1774,-11.9361,-3.8456,1.263,24.5762,13.961,-13.5498,-45.1774,QC'd by SigmaAldrich
1065,50106191,161713,CCCN1C2=C(C(=O)N(C1=O)CCC)N(C=N2)C,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 1,-5.2236,-9.9954,10.3876,-2.3835,3.0637,10.3313,-16.5458,-5.2236,QC'd by SigmaAldrich
1066,50106697,8667,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,56.571,11.0703,-4.6723,-0.9567,16.0736,26.5607,1.5537,56.571,QC'd by SigmaAldrich
1067,50104061,689043,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,20.2401,-16.5533,-2.7903,-7.797,-4.168,-2.893,-6.2574,20.2401,QC'd by SigmaAldrich
1068,50105815,2733501,CC1CCN=C(S1)N.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 1,25.8772,-5.4748,20.7261,21.2284,27.2679,12.6425,-21.4027,25.8772,QC'd by SigmaAldrich
1069,50107005,68727,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 1,23.3642,20.5593,15.7085,-4.5173,15.9528,23.9344,-0.9295,23.3642,QC'd by SigmaAldrich
1070,50106943,3495594,C1=CC=C(C(=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-])F,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,24.4202,-18.8197,25.0398,23.6092,13.229,36.2663,-8.8559,24.4202,QC'd by SigmaAldrich
1071,50106317,2723891,C(CC(=O)O)[C@@H](C(=O)O)N.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 1,14.8656,10.3136,21.9972,2.3544,14.7798,9.5201,-2.9631,14.8656,QC'd by SigmaAldrich
1072,50105693,4838,C1CNCCC1S(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0,-6.7768,-1.9287,7.5729,-14.9654,13.0772,32.1492,-14.6645,-6.7768,QC'd by SigmaAldrich
1073,50104488,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 1,-19.6989,-17.7802,14.4942,-9.1894,-4.0712,13.0983,-5.0709,-19.6989,QC'd by SigmaAldrich
1074,50104845,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 1 0 0,33.5143,-23.4085,2.5212,14.9687,28.092,-8.6136,25.4141,33.5143,QC'd by SigmaAldrich
1075,50103991,2471,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-28.3191,-6.5031,8.5109,1.5462,14.4854,-14.4982,-15.3989,-28.3191,QC'd by SigmaAldrich
1076,50104629,2756,CC1=C(N=CN1)CSCCNC(=NC)NC#N,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,19.9367,10.2777,0.0047,3.6673,-2.4883,23.9499,18.2443,19.9367,QC'd by SigmaAldrich
1077,50103936,3446,C1CCC(CC1)(CC(=O)O)CN,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.3903,-7.2781,-4.6383,-3.5964,5.6633,9.9765,-3.9781,-2.3903,QC'd by SigmaAldrich
1078,26753573,275,C(CON=C(N)N)C(C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,-21.1153,-15.9916,-9.2319,-12.1779,16.0619,17.8744,-6.8491,-21.1153,QC'd by SigmaAldrich
1079,50107186,4234241,C1CC2C(C1)C3CC2CC3OC(=S)[S-].[K+],Inactive,0,,,Inactive,,,,,,,,,,4,,-11.9675,-5.1965,-8.826,-3.4393,22.1093,-11.9485,-9.1857,-11.9675,QC'd by SigmaAldrich
1080,50106619,23681059,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0,24.6796,-2.1635,-1.7559,7.5684,15.32,20.5302,7.3609,24.6796,QC'd by SigmaAldrich
1081,50105753,51763,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,16.7247,-0.5057,3.8419,-0.809,6.9103,16.0518,18.544,16.7247,QC'd by SigmaAldrich
1082,50105877,11957460,CC1=C(C(CC(=O)C1O)(C)C)/C=C/C(=C/C=C/C(=C\C=C\C=C(/C=C/C=C(/C=C/C2=C(C(C(=O)CC2(C)C)O)C)\C)\C)/C)/C,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-20.3425,-12.6064,-8.6229,-8.4835,2.4417,13.5814,-9.0044,-20.3425,QC'd by SigmaAldrich
1083,50105410,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-25.7399,-6.6625,-5.1861,-9.6092,2.5115,1.9158,-10.6636,-25.7399,QC'd by SigmaAldrich
1084,50106441,164437,CCCCC#CC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)C(=O)NCC)O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,6.2442,7.6273,16.7783,-4.3366,12.5517,39.8596,1.3929,6.2442,QC'd by SigmaAldrich
1085,50105816,24867466,CNC(=O)[C@@H]1[C@@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-14.0314,15.7922,30.3335,5.672,11.2334,47.0784,1.3747,-14.0314,QC'd by SigmaAldrich
1086,50104344,10255,CC(=C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-17.4258,3.2353,13.1349,0.2227,16.351,6.265,-6.9124,-17.4258,QC'd by SigmaAldrich
1087,50107116,5384192,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,18.159,-17.661,-25.7236,-13.025,-7.8278,24.9484,-24.0653,18.159,QC'd by SigmaAldrich
1088,50106803,4626,C1C(CN(C1=O)CC(=O)N)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,18.0552,-0.2036,-6.3715,12.349,-18.7178,6.7182,-23.1691,18.0552,QC'd by SigmaAldrich
1089,50106067,6105572,C1=CC=C(C=C1)C2=CC(=O)C3=C(N2)N=C(C=C3)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-25.7841,18.1173,11.3406,2.3479,-5.9819,4.1274,-23.4891,-25.7841,QC'd by SigmaAldrich
1090,50106760,4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0,11.8522,-14.0857,-10.9726,7.9214,12.4088,-10.7423,-10.2481,11.8522,QC'd by SigmaAldrich
1091,50106318,3291,CCC1(CC(=O)NC1=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,20.0641,-11.0734,4.6753,3.3194,-7.9366,37.2222,2.3352,20.0641,QC'd by SigmaAldrich
1092,50106942,11957680,C1CN(CC=C1C2=CC=C(C=C2)F)CC(COC3=CC=C(C=C3)C(=O)N)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,15.2288,8.7106,36.8451,0.9329,23.0778,11.4711,2.5078,15.2288,QC'd by SigmaAldrich
1093,50106865,135418296,C[C@@H]1C(=O)NC2=NC3=C(CN12)C(=CC=C3)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 1 0 0,-41.692,-24.3348,-4.9725,-14.0536,-15.5272,13.9075,-11.0865,-41.692,QC'd by SigmaAldrich
1094,50106371,3727,C(C(=O)N)I,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-12.3983,-5.5231,4.3675,-6.1878,-5.3064,33.1961,6.1117,-12.3983,QC'd by SigmaAldrich
1095,50107046,121930,C1CN(CCN1CCC2=CC=C(C=C2)N)C3=CC=CC(=C3)C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-26.4281,-11.0491,-0.889,-6.4101,-18.0942,-1.6834,-6.549,-26.4281,QC'd by SigmaAldrich
1096,50105754,2154,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-19.6176,-7.8127,-11.8694,-12.4324,-15.1779,36.6964,-7.8581,-19.6176,QC'd by SigmaAldrich
1097,50107187,11647992,C1CN(CCC1(C2=CC(=CC=C2)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 1 0 0,-37.2752,31.3256,-3.7035,8.9741,15.7496,43.18,-12.6691,-37.2752,QC'd by SigmaAldrich
1098,50106618,11957618,C1CN(CCN1CC2=CNC3=C2C=CC=N3)C4=CC=C(C=C4)Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.7501,-11.6108,10.4059,-19.2108,-13.2947,53.2479,5.7082,-3.7501,QC'd by SigmaAldrich
1099,50107115,24867536,C1=CC(=C[N+](=C1)[C@H]2C(C([C@@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)[O-])O)O)O)C(=S)N.[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,7.8517,15.5759,-5.1465,-3.1806,20.3334,24.8279,-10.6044,7.8517,QC'd by SigmaAldrich
1100,50104337,1123,C(CS(=O)(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,-2.4984,1.2507,7.9549,4.0951,-10.6645,15.1234,-10.1664,-2.4984,QC'd by SigmaAldrich
1101,50104152,1986,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-15.0933,-4.2472,1.7253,-9.5546,6.3364,22.3477,-2.0944,-15.0933,QC'd by SigmaAldrich
1102,50105821,92136,C(C[C@@H](C(=O)O)N)CC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,6.5005,10.8264,0.2576,6.6507,-3.9764,0.6903,-3.9266,6.5005,QC'd by SigmaAldrich
1103,50105263,5092,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-12.7682,1.5239,4.4356,7.3644,15.2243,-0.6013,-15.3051,-12.7682,QC'd by SigmaAldrich
1104,50106127,657346,C[C@H]1OC[C@H](O1)C[N+](C)(C)C.[I-],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-14.7336,-1.9103,0.2779,0.7082,8.0441,25.3641,-22.8666,-14.7336,QC'd by SigmaAldrich
1105,50107192,4046493,COC1=CC=CC=C1NC(=O)NC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 1,20.1469,18.9556,-0.6102,7.1105,15.4262,14.0066,-10.0519,20.1469,QC'd by SigmaAldrich
1106,50104631,2071,C1CC(C2=C1C=C(C=C2)C(=O)O)(C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,49.62,8.2623,16.3204,23.7166,-0.28,34.9034,-1.0249,49.62,QC'd by SigmaAldrich
1107,50104774,4122,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-31.9919,-10.9211,-4.9554,-24.4377,-40.0348,-24.0607,-36.8103,-31.9919,QC'd by SigmaAldrich
1108,50105946,80289,C1=CC=C(C=C1)C(=N)N.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0,26.8081,-0.7646,15.2503,8.7617,31.6673,17.107,8.2999,26.8081,QC'd by SigmaAldrich
1109,50106870,91430,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.CS(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-20.2651,8.3856,11.3738,10.0553,17.8655,21.3585,-12.1455,-20.2651,QC'd by SigmaAldrich
1110,50106800,102484,C1=CC(=CC=C1C(CN)O)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-9.4356,2.8874,-6.4709,1.6481,17.5723,10.9673,-23.8592,-9.4356,QC'd by SigmaAldrich
1111,50104921,39562,C1=CC=C2C(=C1)C(=NN2CC3=C(C=C(C=C3)Cl)Cl)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,38.6342,16.3032,6.1413,16.2264,20.5536,20.1008,19.1239,38.6342,QC'd by SigmaAldrich
1112,50106692,11957643,C1CC1CN2CCC34[C@@H]5C(=O)CC[C@]3(C2CC6=C4C(=C(C=C6)O)O5)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,5.4257,-8.3574,-8.3233,6.6114,2.2478,29.1288,-5.5859,5.4257,QC'd by SigmaAldrich
1113,50106250,11957536,CCCN(CCC)CCC1=CC(=C(C=C1)O)O.Br,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,-24.0839,-23.4431,-15.7309,11.9401,22.1111,12.9867,-11.581,-24.0839,QC'd by SigmaAldrich
1114,50106435,1738,COC1=C(C=CC(=C1)CC(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-11.8083,-19.8552,3.4057,13.9268,-6.4636,38.9333,-16.3153,-11.8083,QC'd by SigmaAldrich
1115,50106190,11957526,C1CC2=CC(=C(C=C2CC1N)O)O.Br,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,17.0816,5.111,-5.7402,8.4561,-4.8016,3.1561,-10.5982,17.0816,QC'd by SigmaAldrich
1116,50104213,3108,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-47.7824,2.731,17.5282,26.8163,12.2311,-11.4213,-23.3141,-47.7824,QC'd by SigmaAldrich
1117,50106128,23986637,C[C@H]1C2CC3=C([C@@]1(CCN2CC4CC4)C)C=C(C=C3)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 1,11.7393,2.1144,33.2353,9.4607,38.2303,20.8345,14.8466,11.7393,QC'd by SigmaAldrich
1118,50106940,5059,CCCCCC(C1=CC(=CC=C1)OCC2=NC3=CC=CC=C3C=C2)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,23.2132,-16.1952,7.4072,-0.297,-1.2476,-3.5765,10.8451,23.2132,QC'd by SigmaAldrich
1119,50104702,688095,CC(C)NC[C@@H](COC1=CC=CC2=C1C=CN2)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0,12.908,-12.5089,-6.536,-2.0098,-3.5405,19.5514,1.2796,12.908,QC'd by SigmaAldrich
1120,50107052,10648,C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,0.1214,-17.0111,-9.771,-16.9661,0.9578,31.5892,-6.6651,0.1214,QC'd by SigmaAldrich
1121,50107011,11957695,C1C(C2=C(CN1)SC=C2)C3=CC(=C(C=C3)O)O.Br,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,-13.4605,-18.7591,-13.2739,-23.4669,-12.3136,9.6545,-35.0272,-13.4605,QC'd by SigmaAldrich
1122,50106003,6234,C1[C@H](C(=O)NO1)N,Inactive,0,,,Inactive,,,,,,,,,,4,,1.6904,-13.3152,-7.4816,9.9753,6.4464,3.7915,-7.2089,1.6904,QC'd by SigmaAldrich
1123,50104914,4210951,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,,4.2014,6.8878,8.5181,-0.3567,-4.5937,16.6405,-1.3215,4.2014,QC'd by SigmaAldrich
1124,50106373,11957555,C1CNCC(=C1)C(=O)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-20.3302,-16.4376,-1.7865,-21.7447,-2.3891,17.821,-26.554,-20.3302,QC'd by SigmaAldrich
1125,50106693,11957645,C1CC(C1)CN2CCC34[C@@H]5[C@H](CC[C@]3(C2CC6=C4C(=C(C=C6)O)O5)O)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0,-6.3902,-0.7044,13.3032,-8.2842,8.0937,5.8497,13.4989,-6.3902,QC'd by SigmaAldrich
1126,50104339,5960,C([C@@H](C(=O)O)N)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-25.6718,4.8712,-3.825,9.1617,16.7665,19.0606,0.1358,-25.6718,QC'd by SigmaAldrich
1127,50106251,170617,CC(CC1=CC(=C(C=C1OC)I)OC)N.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-37.3665,6.7859,3.4818,-1.28,-1.4457,31.3419,14.4381,-37.3665,QC'd by SigmaAldrich
1128,50104422,2733484,C1CC2=CC(=C(C=C2CN(C1)C(=S)NCCC3=CC=C(C=C3)Cl)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-16.5168,-4.0452,26.8171,20.3556,19.7245,15.4152,7.6424,-16.5168,QC'd by SigmaAldrich
1129,50106553,23681233,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)C1=CC(=C(C=C1)Cl)Cl.[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-19.0315,0.7015,3.5836,-5.64,11.0634,36.7765,6.0559,-19.0315,QC'd by SigmaAldrich
1130,50105819,2733517,C1[C@@H](N[C@@H]1C(=O)O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,12.0111,31.2764,42.6614,33.6259,43.3134,80.984,38.7753,12.0111,QC'd by SigmaAldrich
1131,50105874,167529,C=CC[C@@H](C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,6.6672,17.1554,25.0563,5.2055,12.1885,22.7907,-13.4046,6.6672,QC'd by SigmaAldrich
1132,50105505,2720,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 1,7.7506,3.5963,23.6679,14.6906,9.9086,17.6315,-0.5003,7.7506,QC'd by SigmaAldrich
1133,50107190,11957725,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-47.6875,18.4476,11.0294,12.3184,30.8935,14.6632,9.5652,-47.6875,QC'd by SigmaAldrich
1134,50105404,24066,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0,16.3222,13.4523,-8.7231,5.2788,15.2318,25.2875,-6.5295,16.3222,QC'd by SigmaAldrich
1135,50106125,11957514,CC([C@@H](C1=CC(=C(C=C1)O)O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-28.9428,11.0993,-1.9185,-2.713,8.4473,34.8902,-19.9303,-28.9428,QC'd by SigmaAldrich
1136,50106064,11548,CC(C[N+](C)(C)C)OC(=O)N.[Cl-],Inactive,0,,,Inactive,,,,,,,,,,4,1 0 1 0 0 0 0,-10.2868,-25.9185,5.7373,-12.1445,10.2289,1.6652,-21.1841,-10.2868,QC'd by SigmaAldrich
1137,50107010,12906333,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[N+](=O)([O-])[O-],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 1,11.7188,-1.2209,12.1827,-12.8722,-1.171,10.3231,-29.2845,11.7188,QC'd by SigmaAldrich
1138,50107051,66449,C1=CC(=CC=C1CCN)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,24.3032,-4.2169,-5.6595,3.183,12.1296,21.4459,11.3712,24.3032,QC'd by SigmaAldrich
