PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Text Value,Standard Units,Activity Comment,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Standardized version of non-numeric measurement,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,,,
1219,504841751,172472470,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=CN=C(C=C3)C(F)(F)F)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1220,504841752,172472471,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)OC3=NC=NC(=C3)N,Unspecified,,,,59.84,IC50,=,59840,,nM,,
1221,504841753,172472472,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@H](C3=CN=C(N=C3)C(=O)N(C)C)C(C)C,Unspecified,,,,47.457,IC50,=,47457,,nM,,
1222,504841754,172472473,CC(C)[C@@H](C1=NC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)CC(=O)N,Unspecified,,,,11.62,IC50,=,11620,,nM,,
1223,504841755,172472474,C1=CC(=CC(=C1)S(=O)(=O)NC2=CN=C3C(=C2)C=CN3)CC#N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1224,504841756,172472475,C1COC2=C(O1)C=CC(=C2)[C@@H](C(F)F)NC3=NC=NC4=C3C=CN4,Unspecified,,,,15.952,IC50,=,15952,,nM,,
1225,504841756,172472475,C1COC2=C(O1)C=CC(=C2)[C@@H](C(F)F)NC3=NC=NC4=C3C=CN4,Unspecified,,,,22.754,IC50,=,22754,,nM,,
1226,504841757,172472476,C[C@@H](C(=O)N)N1C=C(C=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,0.422,IC50,=,422,,nM,,
1227,504841757,172472476,C[C@@H](C(=O)N)N1C=C(C=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,0.498,IC50,=,498,,nM,,
1228,504841757,172472476,C[C@@H](C(=O)N)N1C=C(C=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,0.497,IC50,=,497,,nM,,
1229,504841758,172472477,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=NN(C=C5)C(C)C,Active,,,,2.272,IC50,=,2272,,nM,,
1230,504841758,172472477,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=NN(C=C5)C(C)C,Active,,,,2.616,IC50,=,2616,,nM,,
1231,504841759,172472478,CC1=C(C=NN1C)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,0.639,IC50,=,639,,nM,,
1232,504841759,172472478,CC1=C(C=NN1C)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,0.701,IC50,=,701,,nM,,
1233,504841760,172472479,CC1=NC(=C2C=CNC2=N1)C(=O)N[C@H](CC3=NNN=N3)C4=CC=C(C=C4)OC,Active,,,,1.841,IC50,=,1841,,nM,,
1234,504841760,172472479,CC1=NC(=C2C=CNC2=N1)C(=O)N[C@H](CC3=NNN=N3)C4=CC=C(C=C4)OC,Active,,,,1.654,IC50,=,1654,,nM,,
1235,504841761,172472480,C1CCN(CC1)C(=O)C2=C3C=C(C=CN3N=C2)C4CCN(CC4)C(=O)C5=CC=C(O5)C(=O)O,Unspecified,,,,68.052,IC50,=,68052,,nM,,
1236,504841762,172472481,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC=C3N4C=NC=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1237,504841763,53552375,C=CCN1C(=O)C2=C(N=C1SC3=NC=NC4=C3C=CN4)SC=C2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1238,504841764,172472482,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCCC(F)F,Active,,,,0.837,IC50,=,837,,nM,,
1239,504841764,172472482,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCCC(F)F,Active,,,,1.336,IC50,=,1336,,nM,,
1240,504841765,172472483,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=CN=CC(=N3)Cl)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1241,504841766,172472484,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCC5(CC5)F,Active,,,,1.361,IC50,=,1361,,nM,,
1242,504841766,172472484,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCC5(CC5)F,Active,,,,2.016,IC50,=,2016,,nM,,
1243,504841767,172472485,C1=CC(=CC=C1C[C@@H](C(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1244,504841767,172472485,C1=CC(=CC=C1C[C@@H](C(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1245,504841768,172472486,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=NC=C5)C#N,Active,,,,2.093,IC50,=,2093,,nM,,
1246,504841768,172472486,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=NC=C5)C#N,Active,,,,2.218,IC50,=,2218,,nM,,
1247,504841769,171389866,CN1C2=NC=CC(=C2C=N1)C(=O)N[C@@H](CC(=O)O)C3=CC=C(C=C3)Br,Unspecified,,,,70.212,IC50,=,70212,,nM,,
1248,504841769,171389866,CN1C2=NC=CC(=C2C=N1)C(=O)N[C@@H](CC(=O)O)C3=CC=C(C=C3)Br,Unspecified,,,,81.723,IC50,=,81723,,nM,,
1249,504841770,172472487,CC1=C(NN=C1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,6.782,IC50,=,6782,,nM,,
1250,504841770,172472487,CC1=C(NN=C1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,8.836,IC50,=,8836,,nM,,
1251,504841770,172472487,CC1=C(NN=C1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,8.767,IC50,=,8767,,nM,,
1252,504841771,172472488,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CCCN(C5)C(=O)OCC6=CC=CC=C6,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1253,504841772,172472489,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)CC(=O)N(C)C,Active,,,,5.557,IC50,=,5557,,nM,,
1254,504841772,172472489,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)CC(=O)N(C)C,Active,,,,4.255,IC50,=,4255,,nM,,
1255,504841773,172472490,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=C(C=C5)S(=O)(=O)N,Active,,,,1.634,IC50,=,1634,,nM,,
1256,504841773,172472490,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=C(C=C5)S(=O)(=O)N,Active,,,,1.809,IC50,=,1809,,nM,,
1257,504841774,171389932,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C(=O)N[C@@H]5CCN(C5)C,Active,,,,3.156,IC50,=,3156,,nM,,
1258,504841774,171389932,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C(=O)N[C@@H]5CCN(C5)C,Active,,,,2.858,IC50,=,2858,,nM,,
1259,504841774,171389932,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C(=O)N[C@@H]5CCN(C5)C,Active,,,,3.789,IC50,=,3789,,nM,,
1260,504841774,171389932,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C(=O)N[C@@H]5CCN(C5)C,Active,,,,1.621,IC50,=,1621,,nM,,
1261,504841775,172472491,CC(C)[C@@H](CN1CCCCC1)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1262,504841776,172472492,C[C@@H](C1=CC(=C(C=C1)F)F)N(C)C(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1263,504841777,172472493,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=CC(=NC=N3)N4CCNCC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1264,504841778,172472494,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1265,504841779,172472495,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)NC4=NN=CO4,Active,,,,6.574,IC50,=,6574,,nM,,
1266,504841779,172472495,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)NC4=NN=CO4,Active,,,,5.475,IC50,=,5475,,nM,,
1267,504841780,172472496,C1C[C@@H]([C@@H](C1)NC(=O)C2=C3C=C(C=CN3N=C2)C4CCN(CC4)C(=O)C5=CC(=C(C=C5)Cl)Cl)C(=O)O,Unspecified,,,,38.017,IC50,=,38017,,nM,,
1268,504841780,172472496,C1C[C@@H]([C@@H](C1)NC(=O)C2=C3C=C(C=CN3N=C2)C4CCN(CC4)C(=O)C5=CC(=C(C=C5)Cl)Cl)C(=O)O,Unspecified,,,,40.823,IC50,=,40823,,nM,,
1269,504841781,172472497,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3(CCC3)C4=CC=C(C=C4)F)C,Unspecified,,,,19.483,IC50,=,19483,,nM,,
1270,504841781,172472497,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3(CCC3)C4=CC=C(C=C4)F)C,Unspecified,,,,21.811,IC50,=,21811,,nM,,
1271,504841782,172472498,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NCC3=C4C=CNC4=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1272,504841783,172472499,CC1=C(NC2=NC=NC(=C12)C(=O)NC3=CC(=NC=C3)Cl)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1273,504841784,172472500,C1CO[C@@H]2[C@H]1N([C@@H](C2)C(=O)O)C3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1274,504841784,172472500,C1CO[C@@H]2[C@H]1N([C@@H](C2)C(=O)O)C3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1275,504841785,172472501,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=NN5C,Active,,,,0.699,IC50,=,699,,nM,,
1276,504841785,172472501,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=NN5C,Active,,,,0.883,IC50,=,883,,nM,,
1277,504841785,172472501,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=NN5C,Active,,,,0.832,IC50,=,832,,nM,,
1278,504841786,172472502,C1C(CC2=CC=CC=C21)[C@H](C(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1279,504841786,172472502,C1C(CC2=CC=CC=C21)[C@H](C(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1280,504841787,172472503,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=C4C=CNC4=NC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1281,504841787,172472503,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=C4C=CNC4=NC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1282,504841788,172472504,C1CCN(CC1)C(=O)C2=C3C=C(C=CN3N=C2)C4CCN(CC4)C(=O)C5=NC=CN5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1283,504841789,172472505,CCC1=C(C=NN1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,1.187,IC50,=,1187,,nM,,
1284,504841789,172472505,CCC1=C(C=NN1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,0.961,IC50,=,961,,nM,,
1285,504841790,172472506,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)[C@]5(CCCN(C5)C(=O)OCC6=CC=CC=C6)O,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
1286,504841791,172472507,C1[C@H]2[C@@H](CO1)ON=C2CNC3=CC=C(C=C3)[C@@H](CC(=O)O)NC(=O)C4=C5C=CNC5=NC=N4,Active,,,,7.291,IC50,=,7291,,nM,,
1287,504841791,172472507,C1[C@H]2[C@@H](CO1)ON=C2CNC3=CC=C(C=C3)[C@@H](CC(=O)O)NC(=O)C4=C5C=CNC5=NC=N4,Active,,,,8.332,IC50,=,8332,,nM,,
1288,504841792,172472508,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CNC=C5,Active,,,,5.342,IC50,=,5342,,nM,,
1289,504841792,172472508,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CNC=C5,Active,,,,4.546,IC50,=,4546,,nM,,
1290,504841793,172472509,CCNC(=O)C1=CC2=C(N1)N=CN=C2NC3(CC3)C4=CC5=C(CCCS5(=O)=O)C=C4,Unspecified,,,,24.631,IC50,=,24631,,nM,,
1291,504841794,172472510,C1=CC=C(C(=C1)CS(=O)(=O)NC2=CN=C3C(=C2)C=CN3)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1292,504841795,164513283,C1CC[C@H]([C@H](C1)NC2=NC=NC3=C2C=CN3)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1293,504841795,164513283,C1CC[C@H]([C@H](C1)NC2=NC=NC3=C2C=CN3)O,Unspecified,,,,95.327,IC50,=,95327,,nM,,
1294,504841796,172472511,C1CC1NC(=O)NC2=CC=CC3=C2NC=C3C(=O)NC4=CC5=C(C=C4C(=O)O)OCCO5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1295,504841797,172472512,CC(C)C1=NC2=C(C=CN2)C(=N1)N[C@@H](C3=CC4=C(C=C3)OCCO4)C(C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1296,504841798,172472513,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=CC(=C(C=C3)NC(=O)C)Cl)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1297,504841798,172472513,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=CC(=C(C=C3)NC(=O)C)Cl)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1298,504841799,172472514,C1[C@H]2[C@@H](CO1)ON=C2CNC3=CC=C(C=C3)[C@@H](CC(=O)O)NC(=O)C4=CNC5=NC=NC=C45,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1299,504841800,172472515,C1CC1NC(=O)NC2=CC=CC3=C2NC=C3C(=O)N[C@@H](CO)C4=CC5=C(C=C4)OCCO5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1300,504841801,172472516,CC(C)[C@H]1C2=C(CCN1C3=NC=NC4=C3C=CN4)C=C(C=C2)OC,Unspecified,,,,14.186,IC50,=,14186,,nM,,
1301,504841801,172472516,CC(C)[C@H]1C2=C(CCN1C3=NC=NC4=C3C=CN4)C=C(C=C2)OC,Unspecified,,,,12.023,IC50,=,12023,,nM,,
1302,504841802,172472517,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC(=C3F)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1303,504841803,172472518,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC(=C3Cl)NC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1304,504841804,172472519,CC1=NC2=NC=CC(=C2N1)C(=O)N[C@@H](CC(=O)O)C3=CC=C(C=C3)Br,Unspecified,,,,20.566,IC50,=,20566,,nM,,
1305,504841804,172472519,CC1=NC2=NC=CC(=C2N1)C(=O)N[C@@H](CC(=O)O)C3=CC=C(C=C3)Br,Unspecified,,,,20.218,IC50,=,20218,,nM,,
1306,504841805,172472520,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@H](C3=NC4=C(CCCS4(=O)=O)C=C3)C(C)C,Active,,,,0.119,IC50,=,119,,nM,,
1307,504841806,172472521,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN=C(N=C5)C#N,Active,,,,2.524,IC50,=,2524,,nM,,
1308,504841806,172472521,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN=C(N=C5)C#N,Active,,,,2.511,IC50,=,2511,,nM,,
1309,504841807,172472522,CC1=NN=C(O1)NC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,12.22,IC50,=,12220,,nM,,
1310,504841807,172472522,CC1=NN=C(O1)NC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,10.103,IC50,=,10103,,nM,,
1311,504841808,172472523,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NCC3=NC=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1312,504841809,172472524,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=CN=CC3=C2C=CN3)Br,Unspecified,,,,35.815,IC50,=,35815,,nM,,
1313,504841809,172472524,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=CN=CC3=C2C=CN3)Br,Unspecified,,,,41.309,IC50,=,41309,,nM,,
1314,504841810,172472525,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC(=C3)NC,Active,,,,6.078,IC50,=,6078,,nM,,
1315,504841811,172472526,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCCC5=NNN=C5,Active,,,,1.291,IC50,=,1291,,nM,,
1316,504841811,172472526,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCCC5=NNN=C5,Active,,,,0.947,IC50,=,947,,nM,,
1317,504841812,172472527,CC(C)[C@H](C1=CC=CS1)NC2=NC=NC3=C2C=CN3,Unspecified,,,,14.906,IC50,=,14906,,nM,,
1318,504841813,172472528,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)OC3=NC=NC(=C3)N,Unspecified,,,,67.353,IC50,=,67353,,nM,,
1319,504841814,172472529,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5C#N)CCOC,Active,,,,0.676,IC50,=,676,,nM,,
1320,504841814,172472529,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5C#N)CCOC,Active,,,,0.868,IC50,=,868,,nM,,
1321,504841815,171389870,C1COC2=C(O1)C=CC(=C2)[C@@H](C(=O)O)NC3=NC=NC4=C3C=CN4,Active,,,,9.41,IC50,=,9410,,nM,,
1322,504841815,171389870,C1COC2=C(O1)C=CC(=C2)[C@@H](C(=O)O)NC3=NC=NC4=C3C=CN4,Active,,,,7.953,IC50,=,7953,,nM,,
1323,504841816,172472530,CC(C)[C@H](C1=CC2=C(C=C1)OCCS2(=O)=O)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C,Active,,,,0.043,IC50,=,43,,nM,,
1324,504841816,172472530,CC(C)[C@H](C1=CC2=C(C=C1)OCCS2(=O)=O)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C,Active,,,,0.051,IC50,=,51,,nM,,
1325,504841817,172472531,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCC5=NN=CN5C,Active,,,,1.391,IC50,=,1391,,nM,,
1326,504841817,172472531,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCC5=NN=CN5C,Active,,,,1.234,IC50,=,1234,,nM,,
1327,504841818,172472532,CC1=C(C=C(C=C1)[C@H](C(C)C)NC2=NC=NC3=C2C=CN3)S(=O)(=O)C,Active,,,,7.292,IC50,=,7292,,nM,,
1328,504841818,172472532,CC1=C(C=C(C=C1)[C@H](C(C)C)NC2=NC=NC3=C2C=CN3)S(=O)(=O)C,Unspecified,,,,11.278,IC50,=,11278,,nM,,
1329,504841819,172472533,CC(C)(C1=NNN=N1)[C@@H](C2=CC=C(C=C2)OC)NC(=O)C3=C4C=CNC4=NC=N3,Active,,,,1.687,IC50,=,1687,,nM,,
1330,504841819,172472533,CC(C)(C1=NNN=N1)[C@@H](C2=CC=C(C=C2)OC)NC(=O)C3=C4C=CNC4=NC=N3,Active,,,,3.911,IC50,=,3911,,nM,,
1331,504841820,172472534,C[C@H]([C@H](C1=CC=CC=C1F)NC(=O)C2=CSC3=C2N=CN=C3NC(=O)NC4CC4)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1332,504841821,172472535,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CC6=C(N=C5)N(N=N6)C,Active,,,,0.241,IC50,=,241,,nM,,
1333,504841821,172472535,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CC6=C(N=C5)N(N=N6)C,Active,,,,0.131,IC50,=,131,,nM,,
1334,504841821,172472535,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CC6=C(N=C5)N(N=N6)C,Active,,,,0.349,IC50,=,349,,nM,,
1335,504841822,172472536,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=CC=C5)C(=O)NC,Active,,,,0.416,IC50,=,416,,nM,,
1336,504841822,172472536,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=CC=C5)C(=O)NC,Active,,,,0.475,IC50,=,475,,nM,,
1337,504841822,172472536,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=CC=C5)C(=O)NC,Active,,,,0.383,IC50,=,383,,nM,,
1338,504841823,172472537,C1[C@H](CN([C@@H]1C(=O)O)C2=NC=NC3=C2C=CN3)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1339,504841823,172472537,C1[C@H](CN([C@@H]1C(=O)O)C2=NC=NC3=C2C=CN3)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1340,504841824,172472538,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@@H](CC(=O)NC3=CN(N=C3)C(C)C)C(C)C,Unspecified,,,,27.708,IC50,=,27708,,nM,,
1341,504841824,172472538,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@@H](CC(=O)NC3=CN(N=C3)C(C)C)C(C)C,Unspecified,,,,23.521,IC50,=,23521,,nM,,
1342,504841825,172472539,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=CC(=NC=N3)N4CCOCC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1343,504841826,172472540,CC(C)[C@H](C1=CC=C(C=C1)C(F)(F)F)NC2=NC=NC3=C2C=CN3,Unspecified,,,,46.186,IC50,=,46186,,nM,,
1344,504841826,172472540,CC(C)[C@H](C1=CC=C(C=C1)C(F)(F)F)NC2=NC=NC3=C2C=CN3,Unspecified,,,,37.198,IC50,=,37198,,nM,,
1345,504841827,172472541,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=CN=C3C(=C2)C=CN3)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1346,504841827,172472541,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=CN=C3C(=C2)C=CN3)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1347,504841828,172472542,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=NN5C(C)C,Active,,,,3.018,IC50,=,3018,,nM,,
1348,504841828,172472542,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=NN5C(C)C,Active,,,,2.938,IC50,=,2938,,nM,,
